Name	K17-
1323.1882	196.8636
1345.8173	196.0833
1377.8101	171.8936
1380.9313	119.6127
1344.2567	95.4230
1314.6048	86.8396
1315.3851	57.1877
1332.5520	25.1949
1347.3779	18.1721
1382.4920	24.4146
1401.9998	8.0281
1767.1858	45.4831
1760.1630	76.6955
1765.6252	103.2262
1739.8749	128.1961
1715.6852	118.0521
1710.2231	96.2033
1709.4427	72.0137
1692.2759	56.4074
1732.8521	64.2105
1721.1474	38.4602
1698.5184	139.1205
1683.6924	114.9308
1649.3587	132.8780
1672.7681	158.6283
1671.2074	198.4242
1632.1918	197.6439
1620.4872	182.0377
1612.6840	146.9236
1621.2675	104.7868
1649.3587	89.1805
1615.8053	76.6955
1679.0106	84.4987
1661.0634	67.3318
1650.1390	46.2634
1604.1006	25.9753
228.5811	136.9805
141.1861	63.6311
1049.0381	884.3450
871.1270	1071.6199
1045.1366	565.1973
1076.3491	551.1517
1202.7596	468.4386
1019.3863	332.6643
1274.5483	280.3834
1219.9265	301.4518
1228.5099	229.6631
