Name	K17-
1394.1061	911.4304
1414.5460	920.3401
1421.3593	961.2198
1437.0823	937.1113
1451.7570	990.5694
1476.3896	968.5572
1496.8296	977.4669
1493.6849	1005.2441
1518.3176	944.9728
1528.7996	941.3041
1545.0466	954.9307
1534.5647	988.9971
1887.7797	978.3354
1899.3961	976.2233
1916.2927	971.9991
1916.9967	986.7837
1860.6747	971.2951
1844.4821	949.4703
1821.6013	950.5264
1800.1285	943.8381
1782.5278	944.1901
1769.1514	953.6945
1752.6068	965.3109
1733.2461	943.4861
1720.5736	932.5737
1708.2532	929.4056
1693.4686	928.3495
1675.5160	948.7663
1671.2917	977.2793
1635.3865	947.3582
1619.5459	963.5508
1599.1292	963.5508
1586.1047	957.9186
1574.4883	962.8468
1560.0558	971.6471
1550.1995	1001.9202
1573.0802	1013.1846
1556.5356	1021.9849
1618.4899	1015.2967
1630.1063	1035.3615
1645.2429	1042.4017
1661.4354	1027.6172
1691.3566	1018.8168
1708.2532	1003.6803
1738.8783	984.6716
1774.4315	988.8958
1792.7362	979.7434
1801.8885	975.5193
1814.9131	1000.1602
1820.8972	1011.0726
1830.7537	1013.1846
1642.0747	997.6960
1658.6194	1006.4964
1670.9398	1001.9202
1598.7772	990.6558
1599.1292	1015.2967
1585.4006	1018.8168
1567.4480	1037.4735
1585.0487	981.5035
1571.6722	990.6558
1527.6705	964.6069
1516.7582	986.4316
1509.3660	959.6787
1462.1962	948.4143
1449.1718	966.7189
1457.2681	913.9171
1864.1948	951.2304
1887.4276	957.9186
1903.9723	1011.7766
1692.4126	960.0307
1689.5964	980.7994
1725.5018	966.7189
1708.2532	972.7032
1383.6086	937.1643
1336.7899	873.9590
1328.2065	852.8906
599.8875	749.0343
584.1644	728.5944
593.5982	713.3956
575.7789	696.1003
595.6946	687.7147
606.7007	667.7990
637.0984	667.2748
635.5262	645.2627
648.6287	658.3652
679.5505	671.4677
669.5926	645.2627
631.8575	767.3777
661.2070	777.8597
672.7372	760.5645
686.8879	790.9622
710.9964	778.9080
729.3399	777.3356
761.8340	724.4016
741.9183	734.3595
775.4606	757.4199
800.6174	757.4199
810.5753	732.7872
820.5331	718.1124
842.0212	743.7933
858.2682	707.1064
892.8588	705.0099
883.4250	727.5462
896.0034	739.6005
916.4432	725.9739
914.8710	691.3834
952.0820	717.0643
950.5097	679.8532
942.1241	648.9313
965.7086	651.5519
978.2869	648.4073
1020.2149	612.2444
1031.2209	646.8350
1045.8958	626.9192
1076.8176	619.0577
1089.3960	604.3829
1047.9922	686.6665
1034.3656	667.2748
1073.1489	667.7990
1054.2814	669.8953
1128.1793	597.5696
1110.3600	567.1719
1152.8119	561.4068
1129.2275	532.0573
1112.9805	531.5331
1013.4016	578.1780
1017.0703	550.9248
1010.2570	516.8584
1176.3964	549.3525
1158.5770	520.0030
1181.1133	517.3825
670.6408	582.8949
692.6530	575.5575
710.9964	571.8888
706.2795	549.3525
730.9122	521.0512
728.2917	553.0212
734.5809	571.3647
754.4966	532.0573
775.9847	520.5271
791.7077	501.6595
817.3885	498.5149
816.3403	520.5271
835.7320	516.3343
833.6356	487.5089
857.2201	501.6595
880.2805	500.0872
893.9070	515.2861
914.3469	502.1836
931.1180	445.5809
954.7025	464.4485
974.6183	491.1776
972.5219	518.4307
996.1063	454.4906
995.0581	486.9847
1018.1185	475.9787
1047.4680	499.5631
1035.9379	460.2557
1064.2393	449.2496
1078.3899	466.5449
1096.7334	448.2014
1096.7334	472.3100
1111.9323	459.2075
1128.1793	465.4967
1128.7034	481.7437
1109.3118	494.3221
1148.0951	462.3521
1169.5831	475.9787
1172.2036	492.2257
1192.6434	490.6534
1208.3220	33.3340
1230.3341	51.6774
1254.4427	70.0209
1272.2621	81.5511
1293.7501	81.0270
1298.4670	97.7982
1323.0997	99.3705
1332.0094	131.3405
1343.0154	144.4430
1354.5457	154.9250
1390.1843	154.9250
1407.4796	146.5394
1420.5822	141.8225
1428.9677	160.6901
1443.6425	144.9671
1457.2690	164.8828
1453.6003	135.0092
1469.3234	138.6779
1479.8053	139.7261
1495.5283	152.8286
1534.8357	150.7322
1514.9199	117.7139
1505.4862	104.6115
1499.7211	92.0331
1497.6246	76.3101
1515.9681	54.2979
1496.5764	46.4365
1492.9077	35.9545
1465.6547	35.9545
1463.5582	14.9905
1441.5460	1.3639
1506.5343	23.9002
1499.7211	9.2254
1218.2799	12.3700
1575.7155	126.6236
1540.6008	106.1838
1566.2816	75.7860
1579.3842	55.8702
1550.5587	38.0509
1557.3719	14.9905
1581.4805	18.6592
1614.4988	45.9124
1676.3424	23.9002
1692.5895	35.9545
1714.0776	44.8642
1757.0537	115.6175
1761.7706	85.7439
1783.2587	132.9128
1770.6803	163.8347
1795.8370	164.8828
1792.6925	192.6601
1819.4215	195.2806
220.7086	390.5241
185.6420	339.7806
242.5737	591.0226
254.5376	567.9199
277.6403	564.6195
264.8513	546.8799
272.2771	520.8894
272.6897	507.2753
251.6497	523.7772
231.0223	563.3818
232.2599	546.0548
212.8702	562.5568
309.4065	541.9293
335.3970	527.0776
320.1328	567.0948
342.4103	571.2203
328.7963	589.7850
312.2943	581.9465
296.6175	615.3630
323.4331	628.1520
327.9712	618.6633
306.9312	595.1481
273.9273	593.4979
272.2771	581.1215
296.2049	488.7106
327.9712	494.4863
343.2354	428.8911
375.8268	454.4691
