Name	K17-
533.0993	567.4526
542.0090	580.0310
559.8283	591.0371
560.8765	625.6276
565.0693	650.7844
532.0511	629.2963
665.1723	685.3749
648.4011	693.7605
615.3828	678.5616
686.1362	667.5555
657.3108	651.3085
661.5036	607.2841
654.6903	632.9650
637.3950	632.9650
588.1297	660.7423
680.8952	599.9468
716.5340	605.7119
772.6126	534.9585
779.9500	503.5125
821.8779	479.4040
802.4862	502.9884
542.5331	761.3693
586.0333	821.1166
561.9247	808.5382
509.5148	628.7722
511.0871	595.7540
342.3272	561.6875
839.6973	445.8616
894.2036	457.9159
916.7398	441.1447
943.9930	418.0844
974.9148	417.0362
1011.0777	408.1265
1037.8067	404.9819
1070.3008	424.3736
1057.1984	423.8495
1077.1141	408.6506
1099.6504	402.8855
1122.7108	419.1326
1128.4758	401.8373
1139.4819	430.1387
1173.0243	466.8256
1186.1267	476.2594
1206.5666	440.0965
1241.1571	488.8378
1244.3017	440.0965
1261.0729	464.2051
1270.5067	441.1447
1289.3743	429.6146
1303.0008	423.8495
1360.1276	438.5242
1374.8024	466.3015
1392.6218	460.0123
1401.5315	482.0245
1425.1159	489.8860
1434.5497	511.8981
1451.3209	528.1452
1441.3630	554.8742
1459.7065	583.1756
1463.8993	602.0432
1453.9414	625.1035
1439.7907	635.5855
1451.8450	663.8868
1431.4051	652.8808
1416.7303	666.5073
1439.7907	689.0436
1403.6279	646.0675
1392.0977	669.6519
1377.9470	631.9168
1364.8445	661.7905
1340.7360	672.2724
1318.7238	652.3567
1326.5853	626.1517
1301.4285	643.4470
1311.3864	624.0553
1300.9044	617.2420
1307.1936	595.2299
1277.8441	575.8382
1261.5970	585.2720
1245.3499	594.7058
1283.6092	630.3445
1270.5067	640.3024
1287.2779	656.5495
1243.7776	632.4409
1213.9040	635.0614
1189.7954	618.8143
1173.0243	608.3323
1267.3621	685.3749
1273.6513	721.5377
1257.4042	712.6281
1241.1571	729.3992
1243.2535	699.0015
1250.0668	680.1339
1226.4824	695.3328
1217.0486	694.8087
1214.4281	716.2968
1201.3256	705.8148
1210.2353	670.7001
1196.6087	687.9954
1173.5484	660.7423
1151.0121	670.1760
1167.2592	701.0979
1127.4276	681.7062
1128.4758	662.8387
1122.1867	648.6880
1115.3734	705.8148
1092.8371	696.9051
1086.0238	715.2486
1114.8493	725.7305
1117.4698	748.7909
1106.4637	659.6941
1076.0659	682.7544
997.4511	532.3380
1010.0295	524.4765
967.0533	521.8560
998.4993	571.1213
1015.2704	554.8742
1034.6621	580.0310
879.5288	504.5607
892.6313	531.2898
886.3421	549.1092
903.6373	557.4947
928.7941	564.3080
894.7277	577.9346
936.1315	612.0010
949.2340	599.4227
953.4268	637.6819
929.8423	646.5916
941.3725	676.9893
1036.2344	627.1999
1020.5114	609.3805
1008.9813	727.3028
988.5414	715.2486
978.0594	704.7666
971.2461	694.2846
971.7702	672.7965
980.1558	656.0254
985.9209	649.2121
993.2583	630.3445
975.9630	612.5251
1026.8006	689.0436
1016.8427	702.6702
999.0234	683.2785
1012.1258	665.4591
1202.1579	1193.2629
1210.0194	1182.2568
1232.0316	1191.1665
1241.4654	1175.9676
1219.9773	1174.3954
1236.7485	1149.7627
1268.7185	1159.1965
1273.9595	1172.2990
1291.2548	1149.7627
1331.6104	1169.6785
1329.5140	1137.7084
1357.8154	1153.4314
1376.6829	1170.2026
1390.8336	1179.6363
1250.3750	1185.4014
1471.5004	539.8769
1455.2534	555.0758
1473.0727	567.1300
1490.3680	547.7384
1487.2234	586.5217
1486.6993	611.1544
1407.5604	591.2386
1408.6086	616.3954
1382.4036	581.8048
1516.5730	561.3650
1539.1092	532.0154
1539.1092	512.0996
1508.7115	512.6237
1480.9342	517.3406
1515.0007	489.0393
1521.8140	475.9368
1590.9950	520.4852
421.5995	1099.0849
458.7764	1109.5409
529.6449	869.0528
545.9098	863.2439
1157.0052	439.1948
